AAPL Price,PLTR Price,TLRY Price,TSLA Price,LCID Price,NIO Price,AMD Price,AMZN Price,RIVN Price,F Price,BAC Price,T Price,MPW Price,NVDA Price,AMC Price,INTC Price,ITUB Price,JNJ Price,VALE Price,SOFI Price,MARA Price,DDOG Price,LYG Price,DISH Price,AAL Price,OPEN Price,SWN Price,PFE Price,HPE Price,JBLU Price
189.58999633789062,15.199999809265137,1.6100000143051147,257.5,6.880000114440918,9.390000343322754,111.23999786376953,127.9000015258789,16.010000228881836,14.789016723632812,28.65999984741211,15.700072288513184,9.25,408.2200012207031,4.420000076293945,32.79202651977539,5.812183380126953,164.10000610351562,13.520000457763672,8.710000038146973,13.819999694824219,96.44999694824219,2.0835273265838623,6.690000057220459,17.600000381469727,4.079999923706055,5.920000076293945,35.72201156616211,16.649999618530273,8.760000228881836
164.67222595214844,8.449999809265137,2.5299999713897705,207.4600067138672,8.039999961853027,10.510000228881836,98.01000213623047,103.29000091552734,15.479999542236328,12.310567855834961,28.37358856201172,18.648317337036133,7.963677883148193,277.7412414550781,5.010000228881836,32.42012023925781,4.80848503112793,153.8392791748047,15.779999732971191,6.070000171661377,8.720000267028809,72.66000366210938,2.196835994720459,9.329999923706055,14.75,1.7599999904632568,5.0,39.918495178222656,15.815119743347168,7.28000020980835
129.55271911621094,6.420000076293945,2.690000057220459,123.18000030517578,6.829999923706055,9.75,64.7699966430664,84.0,18.43000030517578,10.688997268676758,32.64606475830078,17.580705642700195,10.425270080566406,146.10006713867188,4.070000171661377,25.912113189697266,4.5911712646484375,174.07513427734375,16.596174240112305,4.610000133514404,3.4200000762939453,73.5,2.0832064151763916,14.039999961853027,12.720000267028809,1.159999966621399,5.849999904632568,49.6768798828125,15.708210945129395,6.480000019073486
137.5704803466797,8.130000114440918,2.75,265.25,13.970000267028809,15.770000457763672,63.36000061035156,113.0,32.90999984741211,10.187301635742188,29.594829559326172,14.393352508544922,10.842192649841309,121.32579040527344,6.96999979019165,24.92836570739746,4.930022239685059,159.94647216796875,12.9816312789917,4.880000114440918,10.710000038146973,88.77999877929688,1.6949726343154907,13.829999923706055,12.039999961853027,3.109999895095825,6.119999885559082,42.06453323364258,11.704513549804688,6.630000114440918
135.90846252441406,9.069999694824219,3.119999885559082,224.47332763671875,17.15999984741211,21.719999313354492,76.47000122070312,106.20999908447266,25.739999771118164,10.023660659790039,30.306509017944336,19.40803337097168,13.676258087158203,151.4647979736328,13.550000190734863,35.8265266418457,4.025428771972656,172.6408233642578,13.559175491333008,5.269999980926514,5.340000152587891,95.23999786376953,1.8974568843841553,17.93000030517578,12.680000305175781,4.710000038146973,6.25,50.010562896728516,12.838716506958008,8.369999885559082
173.31890869140625,13.729999542236328,7.769999980926514,359.20001220703125,25.399999618530273,21.049999237060547,109.33999633789062,162.99749755859375,50.2400016784668,15.128464698791504,39.899784088134766,16.291057586669922,18.566082000732422,272.5770263671875,24.639999389648438,47.09001159667969,5.360131740570068,171.26792907714844,18.52685546875,9.449999809265137,27.950000762939453,151.47000122070312,2.173969030380249,31.649999618530273,18.25,8.649999618530273,7.170000076293945,48.98157501220703,16.04685401916504,14.949999809265137
176.03274536132812,18.209999084472656,7.03000020980835,352.260009765625,38.04999923706055,31.68000030517578,143.89999389648438,166.7169952392578,103.69000244140625,18.48674774169922,42.85551452636719,16.512592315673828,20.45304298400879,293.75494384765625,27.200000762939453,48.563385009765625,3.510927200317383,164.26075744628906,12.993824005126953,15.8100004196167,32.86000061035156,178.11000061035156,2.300257682800293,32.439998626708984,17.959999084472656,14.609999656677246,4.659999847412109,55.44788360595703,15.033143997192383,14.239999771118164
140.07058715820312,24.040000915527344,11.289999961853027,258.49334716796875,25.3799991607666,35.630001068115234,102.9000015258789,164.2519989013672,,12.540245056152344,40.6945915222168,17.673227310180664,17.154138565063477,206.8845977783203,38.060001373291016,49.894901275634766,4.010654926300049,154.0625457763672,12.928947448730469,15.880000114440918,31.579999923706055,141.35000610351562,2.2100515365600586,43.459999084472656,20.520000457763672,20.530000686645508,5.539999961853027,40.034915924072266,13.479537963867188,15.289999961853027
135.3736114501953,26.360000610351562,18.079999923706055,226.56666564941406,28.81999969482422,53.20000076293945,93.93000030517578,172.00799560546875,,13.160173416137695,39.323524475097656,18.383228302001953,16.946155548095703,199.7238311767578,56.68000030517578,52.23377227783203,4.55120849609375,156.22500610351562,19.133268356323242,19.170000076293945,31.3700008392334,104.08000183105469,2.266881227493286,41.79999923706055,21.209999084472656,17.729999542236328,5.670000076293945,36.124046325683594,13.678802490234375,16.780000686645508
120.5304183959961,23.290000915527344,22.729999542236328,222.64332580566406,23.18000030517578,38.97999954223633,78.5,154.70399475097656,,10.84873104095459,36.74629211425781,18.90458106994629,17.704824447631836,133.25099182128906,10.210000038146973,59.182350158691406,3.735812187194824,154.88882446289062,14.29974365234375,17.149999618530273,48.02000045776367,83.33999633789062,2.0346875190734863,36.20000076293945,23.899999618530273,21.190000534057617,4.650000095367432,33.09510040283203,14.654378890991211,20.34000015258789
